2005.14165	eprint	1	0.655731	7165964	200
2005.14165	eprint	2	0.886588	7165964	200
2005.14165	eprint	3	0.695763	7165964	200
2602.06006	ar5iv	1	0.410938	1827043	200
2602.06006	ar5iv	2	0.166278	1827043	200
2602.06006	ar5iv	3	0.163956	1827043	200
2602.06006	eprint	1	1.478975	13641416	200
2602.06006	eprint	2	1.031393	13641416	200
2602.06006	eprint	3	1.171629	13641416	200

# summary (min / median / max seconds, mean bytes, status mode)
# id kind min med max mean_bytes mode_status
1706.03762	ar5iv	0.068	0.076	0.213	351902	200
1706.03762	eprint	0.124	0.131	0.166	1150988	200
1707.09763	ar5iv	0.643	0.649	2.251	6063042	200
1707.09763	eprint	0.046	0.048	0.048	48012	200
2005.14165	ar5iv	0.160	0.193	1.255	1359402	200
2005.14165	eprint	0.656	0.696	0.887	7165964	200
2602.06006	ar5iv	0.164	0.166	0.411	1827043	200
2602.06006	eprint	1.031	1.172	1.479	13641416	200
